Product ID,Handle,Title,URL,Status,Published,Total Variants,In Stock Variants,Out of Stock Variants
9314827010321,hiker-gearpack-unisex-bewa,Hiker Gearpack-Unisex--BEWA,https://www.rudis.com/products/hiker-gearpack-unisex-bewa,Archived,false,1,0,1
9328861675793,elite-super-soft-t-shirt-unisex-rakoczy-1,Elite Super Soft T-Shirt-Unisex--Rakoczy,https://www.rudis.com/products/elite-super-soft-t-shirt-unisex-rakoczy-1,Archived,false,10,0,10
9328986784017,8-mesh-shorts-unisex-blue-white-wc,"8"" Mesh Shorts-Unisex--Blue & White WC",https://www.rudis.com/products/8-mesh-shorts-unisex-blue-white-wc,Archived,false,10,0,10
9314894512401,te-vest-unisex-bewa,TE Vest-Unisex--BEWA,https://www.rudis.com/products/te-vest-unisex-bewa,Archived,false,7,0,7
9359747121425,tradition-jogger-unisex-elko,Tradition Jogger-Unisex--Elko,https://www.rudis.com/products/tradition-jogger-unisex-elko,Archived,false,9,0,9
9329224319249,tradition-hoodie-unisex-84-athletes,Tradition Hoodie-Unisex--84 Athletes,https://www.rudis.com/products/tradition-hoodie-unisex-84-athletes,Archived,false,10,0,10
9328861282577,elite-super-soft-t-shirt-unisex-rakoczy,Elite Super Soft T-Shirt-Unisex--Rakoczy,https://www.rudis.com/products/elite-super-soft-t-shirt-unisex-rakoczy,Archived,false,10,0,10
9359747252497,comfort-fleece-sweatpant-unisex-elko,Comfort Fleece Sweatpant-Unisex--Elko,https://www.rudis.com/products/comfort-fleece-sweatpant-unisex-elko,Archived,false,10,0,10
9314826879249,tradition-jogger-unisex-bewa,Tradition Jogger-Unisex--BEWA,https://www.rudis.com/products/tradition-jogger-unisex-bewa,Archived,false,6,0,6
9329814929681,performance-uniform-jacket-unisex-spring-hills-wrestling-club,Performance Uniform Jacket-Unisex--Spring Hills Wrestling Club - March,https://www.rudis.com/products/performance-uniform-jacket-unisex-spring-hills-wrestling-club,Archived,false,7,0,7
9329747198225,performance-heather-ls-t-shirt-unisex-awa,Performance Heather LS T-Shirt-Unisex--AWA,https://www.rudis.com/products/performance-heather-ls-t-shirt-unisex-awa,Archived,false,7,0,7
9360109109521,elite-singlet-mens-mwc-blue,Elite Singlet-Men's--MWC - BLUE,https://www.rudis.com/products/elite-singlet-mens-mwc-blue,Archived,false,14,0,14
9330436866321,elite-singlet-mens-deer-creek-1,Elite Singlet-Men's--Deer Creek,https://www.rudis.com/products/elite-singlet-mens-deer-creek-1,Archived,false,14,0,14
